SMILES,Title,IC50nM,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
CC1CCN(C(=O)N2CCC(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)CC2)CC1,CHEMBL245733,48.0,-8.013043214936,-8.74703846914115,452.9900000000003,5.0065000000000035,2.6186634793686405,0.5853845154261045,77.15,4,2,3,True,CHEMBL597754,0.5723566519160155,CHEMBL245733,1.0,0.3076923076923077,1.0
NC(=O)c1ccccc1Nc1cc(Oc2ccc3c(c2)OCO3)ncc1C(F)(F)F,CHEMBL1923201,48.0,-7.89583036435207,-7.64756057224396,417.3430000000001,4.4639000000000015,2.4941252544576464,0.6363347618190073,95.70000000000002,6,2,5,True,CHEMBL326688,0.5732935059187964,CHEMBL1923201,1.0,0.11827956989247312,1.0
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(F)cn2)cc1,CHEMBL1923186,48.0,-8.78477584156404,-7.98559009686199,353.35300000000007,3.8641000000000014,2.115186454120625,0.7025487576211752,86.47000000000001,5,2,6,True,50234940,0.631683693777365,CHEMBL1923186,1.0,0.1891891891891892,1.0
c1ccc(Nc2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,CHEMBL383177,48.0,-7.35540747770017,-8.36875626161116,285.35,4.973500000000003,1.8385009795643796,0.5574522148876933,40.71,2,2,3,True,CHEMBL1802358,0.6881196164472615,CHEMBL383177,1.0,0.22950819672131148,1.0
COc1ccc(Oc2cc(Nc3cc(F)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,CHEMBL1923209,49.0,-7.96420938797654,-6.67026415815644,421.3500000000001,4.882900000000003,2.39315762866034,0.5541415149439348,86.47000000000001,5,2,6,True,CHEMBL3828131,0.5641794775653044,CHEMBL1923209,1.0,0.14285714285714285,1.0
Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CCCC1,CHEMBL1946332,50.0,-6.87016857467618,-9.92154875672349,394.4980000000003,5.568700000000004,2.522921808819973,0.5921584619339537,67.66,6,2,5,True,CHEMBL4446355,0.595988870855553,CHEMBL1946332,1.0,0.1511627906976744,1.0
O=C(Nc1cnn(-c2csc(C(=O)NC3CCOCC3)c2)c1)Nc1ccccc1Cl,CHEMBL4762965,50.0,-7.60289210040862,-7.80514620512897,445.93200000000013,4.140000000000003,2.6087992316771835,0.5493875956356096,97.28,6,3,5,True,1216168,0.6061813482662072,CHEMBL4762965,1.0,0.20202020202020202,1.0
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cn[nH]c3)cc2n1,CHEMBL1761555,50.0,-9.84096115902131,-7.99532388851373,439.4830000000001,3.1808000000000014,2.815449437006512,0.42973573485267963,109.67,9,2,5,True,CHEMBL3891139,0.6482342007434945,CHEMBL1761555,1.0,0.2127659574468085,1.0
Cc1ccc(-c2ncn(-c3ccc(Nc4ncc5ccc(-c6cn[nH]c6)cc5n4)cc3)n2)cn1,CHEMBL1761561,50.0,-9.14627053544593,-7.62363324611706,445.4900000000001,4.714620000000004,2.7848417169470085,0.39516871405938037,110.09,8,2,5,True,CHEMBL3735500,0.5974410489584434,CHEMBL1761561,1.0,0.1346153846153846,1.0
Cc1ccc(-c2cccc3cnc(NC4CCC(O)CC4)nc23)cn1,CHEMBL1761575,50.0,-9.39599621817092,-9.14813826097379,334.4230000000001,3.7156200000000013,2.4558074005602037,0.7637789034011733,70.93,5,2,3,True,CHEMBL256517,0.7842266462480858,CHEMBL1761575,1.0,0.390625,1.0
CN1CCN(CCNC(=O)c2cccc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,CHEMBL2376925,50.0,-8.28600984619584,-10.1450539004606,523.4680000000002,5.053100000000004,2.461748825439633,0.3550150418093529,65.42999999999999,6,2,7,True,1216168,0.5370630681285727,CHEMBL2376925,1.0,0.18446601941747573,1.0
O=C(Nc1cnn(-c2csc(C(=O)NC3CNC3)c2)c1)Nc1ccccc1Cl,CHEMBL4783382,50.0,-8.07481152479311,-8.27967306489089,416.8940000000001,2.9328000000000003,2.650935813893433,0.5134195680456022,100.08,6,4,5,True,1216158,0.6359205990728634,CHEMBL4783382,1.0,0.125,1.0
COc1cc2c(cc1Cl)C(c1ccc(Cl)c(Cl)c1)=NCC2,CHEMBL1087421,50.12,-7.00590365778178,-7.90416977006265,340.6370000000001,5.048900000000002,2.3318665669771494,0.7494747608748556,21.59,2,0,2,True,CHEMBL54547,0.6453698135898978,CHEMBL1087421,1.0,0.11428571428571428,1.0
O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,CHEMBL1822135,52.0,-7.11705194069905,-7.33715802586611,482.2850000000001,5.043900000000002,2.8967358408458033,0.4269851298173459,83.56,5,2,4,True,CHEMBL3901767,0.5523788497626669,CHEMBL1822135,1.0,0.15789473684210525,1.0
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cnn(C)c4)ccn3)cc2)n1,CHEMBL3100084,52.0,-8.44594601900705,-10.5658231962404,398.43,3.769820000000002,2.8926965851857442,0.48093664656118823,99.48000000000002,9,1,5,True,CHEMBL1834328,0.598955439493277,CHEMBL3100084,1.0,0.1111111111111111,1.0
O=C(Nc1ccc2[nH]nc(-c3cc4ccccc4s3)c2c1)C1CCOC1,50383511,52.0,-8.07426729507282,-8.15691325575233,363.4420000000002,4.419600000000003,2.90902247047293,0.5661412439018458,67.01,4,2,3,True,CHEMBL1809110,0.606449955030194,50383511,1.0,0.17777777777777778,1.0
O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1nnc[nH]1,50659438,52.0,-7.25807948842325,-7.40692157203158,482.2850000000001,5.043900000000002,3.0975455969433625,0.4269851298173459,83.56,5,2,4,True,346055,0.4914483654470665,50659438,1.0,0.0891089108910891,1.0
S=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,CHEMBL1784650,52.2,-7.9726428354228,-11.5632746769079,401.53900000000004,5.889690000000004,2.455993365170599,0.41869877791594784,58.53,5,2,4,True,CHEMBL4453072,0.6727721486100287,CHEMBL1784650,1.0,0.2631578947368421,1.0
Cc1sc(C(=O)NC2CCOC2)cc1-n1cc(NC(=O)Nc2c(F)cccc2Cl)cn1,CHEMBL4749547,53.0,-6.354374837966,-8.70721534211642,463.9220000000001,4.197420000000003,3.284955375920358,0.5279641127401986,97.28,6,3,5,True,CHEMBL1957945,0.5553044975252852,CHEMBL4749547,1.0,0.17475728155339806,1.0
O=C(Nc1cnn(-c2csc(C(=O)NC3COC3)c2)c1)Nc1ccc(F)cc1Cl,CHEMBL4754908,53.0,-7.92682530075945,-7.97394682724223,435.86800000000005,3.4989000000000017,2.728977867112219,0.5710187911976369,97.28,6,3,5,True,1216148,0.6050874769797422,CHEMBL4754908,1.0,0.14705882352941177,1.0
CCNC(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,CHEMBL3577873,54.0,-9.01068135229489,-9.24622213292417,358.44600000000014,1.9781999999999993,2.588642766597486,0.8718035918026087,92.15000000000002,6,2,4,True,CHEMBL599428,0.5902625187926449,CHEMBL3577873,1.0,0.3253012048192771,1.0
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(F)c2c1,CHEMBL1644635,54.0,-9.90007443725003,-11.7775668780402,405.43300000000005,3.5058000000000025,2.6655551516193103,0.5428451088413403,84.83000000000001,6,2,4,True,CHEMBL2386106,0.6481713426853708,CHEMBL1644635,1.0,0.15384615384615385,1.0
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,CHEMBL2376915,54.0,-7.40025061392189,-9.05634567389624,475.9800000000002,4.484500000000004,2.3376889385768624,0.4119990907918602,71.42,6,2,7,True,CHEMBL4228654,0.5697823303457106,CHEMBL2376915,1.0,0.22340425531914893,1.0
O=c1n(Cc2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,CHEMBL1644615,54.0,-7.1753872176014,-9.73233557728999,478.55600000000027,4.283400000000004,2.699343450225344,0.3919907575777038,86.86000000000001,8,1,6,True,CHEMBL2022419,0.5399758939333066,CHEMBL1644615,1.0,0.125,1.0
O=C(O)C=CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)n1CC1CC1,CHEMBL3394123,54.0,-7.55910305808414,-6.44964304392339,486.57200000000023,6.595200000000005,2.7928753727664795,0.20507336406888682,80.03999999999999,6,2,9,True,CHEMBL254582,0.4979776126422726,CHEMBL3394123,1.0,0.16521739130434782,1.0
CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC=CC(=O)O)n2C)ccn1,CHEMBL3394100,55.0,-7.32192258833174,-6.76224133332493,412.4460000000001,3.937000000000001,2.7922871437434473,0.4702370279102683,97.11,6,2,6,True,CHEMBL3647950,0.453099173553719,CHEMBL3394100,1.0,0.10784313725490197,1.0
Cc1cncc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)c1,200729,55.0,-8.55979172663626,-7.3723864913675,446.8980000000001,5.125420000000003,2.299557227345769,0.3954446350331978,100.94000000000001,5,3,5,True,50943622,0.665501296943724,200729,1.0,0.1827956989247312,1.0
CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,CHEMBL248176,57.0,-8.88039652846283,-8.07931232243294,398.89800000000014,3.884100000000002,2.497270792525912,0.6220115247951175,85.94000000000001,4,3,4,True,CHEMBL599224,0.583042273876912,CHEMBL248176,1.0,0.35443037974683544,1.0
