SMILES,Title,IC50nM
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccc(F)cc2)CC1,CHEMBL4747992,3.0
NC(=O)c1nc(C2CC2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,CHEMBL4483032,3.0
CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,CHEMBL1650951,3.0
CCN(CC)c1ccc(-c2nc3c(C(=O)Nc4cnccc4C)ccnc3[nH]2)cc1,CHEMBL2048676,3.0
COc1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,CHEMBL3969156,3.0
COc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,CHEMBL2048677,3.0
CN(C)c1nc2ccc1CCCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,51109195,3.0
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3nc(-c4ccsc4)[nH]c23)cc1,51304695,3.0
CCSc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(N4CCCC4)cc3)nc12,51304696,3.0
CCOc1ccncc1NC(=O)c1ccnc2nc(-c3cccnc3)[nH]c12,50943628,3.0
COc1cccc(-c2nc3nccc(C(=O)Nc4cnccc4C)c3[nH]2)c1,50943627,3.0
CCOc1ccncc1NC(=O)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,50943624,3.0
O=C(NCCCn1ccnc1)c1ccc(O)c2nc(-c3ccc(F)c(Cl)c3)[nH]c12,50721056,3.0
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3nc(-c4ccoc4)[nH]c23)cc1,50943616,3.0
CCN(CC)c1ccc(-c2nc3nccc(C(=O)Nc4cnccc4C)c3[nH]2)cc1,50943622,3.0
COc1ccncc1NC(=O)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,50943623,3.0
Cn1c(N2CCOC3COCC32)nc(-c2ccncc2F)cc1=O,CHEMBL3401132,3.1
COc1ccc(CSc2nnc(-c3ccc4ncsc4c3)o2)cc1C(F)(F)F,CHEMBL499006,3.1
c1cc(CN=Nc2ncnc3c2cnn3-c2ccncc2)ccn1,14655,3.16
C(=NNc1ncnc2c1cnn2-c1ccncc1)c1ccncc1,CHEMBL308454,3.162
Cn1cc(C2=C(c3cccc(CC(O)CO)c3)C(=O)NC2=O)c2ccccc21,CHEMBL1081294,3.2
Cn1c(N2CCOC(c3ccccc3F)C2)nc(-c2ccncn2)cc1=O,CHEMBL3091539,3.2
O=C1NC(=O)C(c2cnc3cnccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,51159606,3.2
CN(C)C(=O)N1CCn2cc(C3=C(c4cccc5c4OCO5)C(=O)NC3=O)c3cccc(c32)C1,51159588,3.2
O=C1NC(=O)C(c2cncc3ccoc23)=C1c1cn2c3c(cccc13)CNCC2,51159573,3.2
O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1cccc2c1OCC2,51159567,3.3
O=C1NC(=O)C(c2cccc3ccoc23)=C1c1cn2c3c(cccc13)CNCC2,51159552,3.4
COc1ccncc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,51109194,3.4
CC(CC(F)(F)F)N(C)C(=O)OC1CCC(c2cc(NC(=O)Cc3cnn(C)c3)n[nH]2)C1,1038764,3.44
Cn1cc(C2=C(c3coc4cc(O)ccc34)C(=O)NC2=O)c2cc(F)ccc21,CHEMBL489210,3.5
COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc23)cc1,CHEMBL471833,3.5
COc1ccc(C2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCN2)cc1.Cl,CHEMBL4096472,3.5
CC(C)C(=O)N1CCn2cc(C3=C(C4=CN=[N+]5C=CC=CC45)C(=O)NC3=O)c3cccc(c32)C1,51159602,3.5
O=C(C=Cc1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccncc1,CHEMBL4463440,3.59
Cn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2ccccc21,CHEMBL431933,3.6
CCC(CO)CNC(=O)OC1CCC(c2cc(NC(=O)Cc3cnc(C)s3)n[nH]2)C1,1038909,3.6
Cn1c(N2CCOC3CCCCC32)nc(-c2ccncc2F)cc1=O,CHEMBL3401131,3.7
