SMILES,Title,IC50nM,5NTP_XP,6QU7_XP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_rorgt,3D_sim_rorgt,3D_best_dhodh,3D_sim_dhodh,3D_sim_2D_rorgt,3D_sim_2D_dhodh
[H]C([H])([H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1OC1CC2CC2C1,CHEMBL3598046,54.0,-12.7222019636771,-10.0213388030848,525.0240000000002,6.335800000000005,3.820823237562382,0.3912676225250235,76.46000000000001,5,1,7,True,CHEMBL3598046,1.0,1045596,0.5172761433415819,1.0,0.1523809523809524
O=C(C1CCS(=O)(=O)CC1)N1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL3921112,54.0,-10.5167680696081,-5.73735432043073,633.579,4.841400000000005,3.7041950622408173,0.34760651195342723,88.59,5,0,5,False,CHEMBL3921112,1.0,297802,0.37994945240101097,1.0,0.13402061855670103
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1)CC(C(=O)O)O2)C(F)(F)F,945647,54.1,-8.15686754024584,-5.95375927933355,574.4270000000004,4.7748000000000035,3.3923621147292584,0.4934863859029207,122.24000000000001,6,2,5,False,945647,1.0,1020504,0.3853576351661816,1.0,0.16964285714285715
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OCC(C)C)ccc2O1,644851,54.3,-7.05838490059974,-8.02211445113931,479.53000000000026,3.122600000000002,2.9437902701636336,0.6308235426397037,114.04000000000002,6,2,7,True,644851,1.0,1020571,0.49023581429624175,1.0,0.168141592920354
CC(=O)NCC1CN(S(=O)(=O)c2cccc(Cl)c2Cl)c2cc(NC(=O)OC(C)(C)C)ccc2O1,644633,54.5,-5.78124059137388,-5.67959050681824,530.4300000000003,4.432800000000004,3.0654829927738136,0.591406684343556,114.04000000000002,6,2,5,True,644633,1.0,1020526,0.4754004576659039,1.0,0.16379310344827586
Cc1nn(C(F)F)cc1S(=O)(=O)N1CC(CC(=O)O)Oc2ccc(NC(=O)OC(C)(C)C)cc21,709149,54.7,-4.15763186101984,-6.53640719269814,502.49600000000027,3.364620000000002,3.443714087264606,0.6128407523461453,140.06,8,2,6,True,709149,1.0,1001130,0.5244272413432367,1.0,0.15384615384615385
CCS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)c2ccccc2n3CC2CCC2)cc1,CHEMBL4213978,54.9,-10.3948142870174,-12.6374563728111,460.5990000000003,5.3182000000000045,2.2471266427794614,0.40592523890242066,68.17,4,1,7,True,CHEMBL4213978,1.0,220006,0.5612224039247751,1.0,0.16494845360824742
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3Cl)c(F)c2)CC1,351245,55.0,-7.50120854707606,-5.04119864670866,480.0050000000002,3.8910000000000036,2.4040410855247174,0.6302866566158819,60.93000000000001,4,0,6,False,351245,1.0,51126168,0.42954194544518787,1.0,0.15476190476190477
CC(C)c1cc(-c2nc(-c3ccccc3F)c3c(n2)C2(C)C=C(C#N)C(=O)C(C)C2CC3)c2ccccc2n1,1156244,55.0,-11.0439676238181,,516.6200000000003,7.110180000000007,4.061515442319605,0.2898793021423183,79.53,5,0,3,True,1156244,1.0,,,1.0,
COC(=O)NC1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,493306,55.0,-12.6754407675974,-5.7800481546225,683.5889999999999,7.608400000000006,3.3614875970511306,0.19543672319820807,81.69999999999999,5,1,8,False,493306,1.0,1020498,0.3841398422511192,1.0,0.21153846153846154
COCCN(C)C(=O)C1CCc2c(C3=CCC(C(=O)O)CC3)nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c2C1,916555,55.0,-10.1862282784019,-6.98733842197796,608.0570000000001,5.296700000000005,4.285515910827878,0.4372356809556358,101.72999999999999,6,1,8,True,916555,1.0,1226017,0.35848482543546056,1.0,0.15254237288135594
CCS(=O)(=O)c1ccc(C(NC(C)=O)C(=O)Nc2cc(-c3cccnc3Oc3ccc(C#N)cc3)cs2)cc1,51099372,55.0,-9.96099119680561,-9.47297229058213,560.6570000000002,5.083580000000004,3.2970252385331147,0.2909432018621477,138.25,8,2,9,True,51099372,1.0,993120,0.47880235434615714,1.0,0.1271186440677966
COCCOC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,675396,55.0,-10.1982900161133,-8.44615176047556,528.4860000000002,6.0518000000000045,3.0563909858662512,0.23785325288912665,52.6,4,0,8,False,675396,1.0,50841888,0.47879947628159936,1.0,0.13333333333333333
COC(=O)c1cccc(F)c1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,675446,55.0,-10.4414810907762,-8.05672956677535,636.5570000000005,7.531300000000005,3.2599306282273854,0.14533307260229508,69.67,5,0,8,False,675446,1.0,1045616,0.46282512335870196,1.0,0.21505376344086022
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1ccnc(O)c1,766070,55.0,-10.7091500104762,-8.13854558550752,464.51600000000025,4.839700000000005,4.779925781606211,0.5846288322426211,79.21000000000001,5,1,5,True,766070,1.0,CHEMBL3818257,0.41237007306781925,1.0,0.11827956989247312
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1nc(C)co1,766236,55.0,-10.3098823610502,-7.00617432635406,452.5050000000003,5.035520000000004,4.9255293360599275,0.5426436405383779,72.12,5,0,5,True,766236,1.0,1001119,0.4217378141083863,1.0,0.16326530612244897
NC(=O)C1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCOCC1,CHEMBL3960341,55.0,-10.7490470570852,-6.12153315888639,628.5379999999998,4.298700000000004,3.8368253434160664,0.29195607162716175,106.77,5,1,6,False,CHEMBL3960341,1.0,1045600,0.4191286535885922,1.0,0.1188118811881188
O=C(C1CCOCC1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL3962504,55.0,-12.0342844777641,-6.52737903872412,709.6270000000001,6.968700000000006,3.8886322664565443,0.18683659302352193,72.91,5,0,8,False,CHEMBL3962504,1.0,297802,0.3979621125143513,1.0,0.1509433962264151
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1,CHEMBL3927632,55.0,-13.3700588158843,-6.82037642611827,736.653,6.410500000000006,4.165767834154273,0.19739295812207672,83.99000000000001,5,0,8,False,CHEMBL3927632,1.0,1020531,0.3650561573735628,1.0,0.17886178861788618
C=Cc1ccc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3CCC(C(=O)O)CC3)C2)cc1,CHEMBL3939114,55.0,-9.91914568316979,-3.73408804530014,635.5980000000001,6.4115000000000055,3.7285527462799823,0.35533949419920685,91.75000000000001,4,1,7,False,CHEMBL3939114,1.0,1001119,0.32972098665588356,1.0,0.12121212121212122
Cc1ccc(F)c(S(=O)(=O)NC(=O)CC2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(NC(=O)OC(C)(C)C)ccc3O2)c1,701238,55.3,-3.52606780323786,-3.1264313259747,687.69,5.3514200000000045,3.4237299205759477,0.31612981865759504,148.17999999999998,8,2,7,True,701238,1.0,1020521,0.3704939919893191,1.0,0.13636363636363635
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1ccc(-c2ncn[nH]2)cc1,766155,55.5,-11.0901004283592,-7.34383301575945,514.5800000000003,5.524200000000005,4.671993544059221,0.3659148190413521,87.66,5,1,6,True,766155,1.0,50841919,0.4076107899807322,1.0,0.125
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC3CCCC3)ccc2O1,644828,55.6,-7.85847044197503,-7.31653271044564,491.54100000000034,3.409200000000002,2.9852856056500663,0.640262377490966,114.04000000000002,6,2,6,True,644828,1.0,50499499,0.4482540256920572,1.0,0.1559633027522936
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNS(=O)(=O)C(F)(F)F)O2)C(F)(F)F,645054,55.7,-7.95005251426717,-7.56600169883465,623.5250000000004,4.1106000000000025,3.4744363472035396,0.4442291828132646,131.10999999999999,7,2,7,False,645054,1.0,CHEMBL4227747,0.45349457584919084,1.0,0.15151515151515152
CC(C)CN(Cc1ccc(N2CCC3(CCOC3)C2)cc1)S(=O)(=O)Cc1ccccc1,351397,56.0,-10.4918483016371,-5.61410379188399,442.6250000000001,4.291400000000004,3.5053836570227928,0.6119255015934097,49.85,4,0,8,False,351397,1.0,219978,0.34869663770306003,1.0,0.061855670103092786
CCC1(C)C(=O)C(C#N)=CC2(C)c3nc(-c4ccnc5ccccc45)nc(-c4ccccc4F)c3CCC12,1156247,56.0,-10.3540865170488,,502.59300000000025,6.7669800000000055,4.075665185648617,0.30896081483969823,79.53,5,0,3,True,1156247,1.0,,,1.0,
CC(C)CN(c1ccccc1F)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,50252849,56.0,-5.91875974271289,-8.78951836209243,484.6150000000003,3.4798000000000027,2.4441203088295023,0.5728677217136738,83.99000000000001,5,0,8,True,50252849,1.0,50312490,0.4663040193411907,1.0,0.11363636363636363
Cn1ccc2c(S(=O)(=O)N(CC(F)(F)F)c3ccc4c(c3)CCCN4C(=O)c3cccs3)cccc21,50489174,56.0,-2.49766211724481,-6.26155905035356,533.5970000000002,5.590400000000005,2.876855357749669,0.33607083310711733,62.620000000000005,5,0,5,True,50489174,1.0,51338192,0.5009388279474256,1.0,0.1111111111111111
CC(=O)NCC1CN(S(=O)(=O)c2cncc(C)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,644649,56.0,-6.07495241048282,-6.24040395352681,476.55500000000023,2.8294200000000007,3.134545654779016,0.6792647542283065,126.93,7,2,5,True,644649,1.0,CHEMBL200856,0.43941476826394343,1.0,0.16161616161616163
CS(=O)(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1,351286,56.0,-8.08461737438865,-6.36330778821234,523.5740000000002,2.8016000000000005,2.598905161901925,0.4976829010790626,78.0,5,0,8,False,351286,1.0,51370198,0.5323661830915458,1.0,0.14444444444444443
CC1(C)C2CCC1(c1ccnc(-c3cn(CCS(C)(=O)=O)cn3)n1)c1nnc(-c3c(F)cccc3F)cc12,1037010,56.0,-4.29933324438798,-10.7754563629056,536.6080000000002,4.3232000000000035,4.980132137397348,0.3614842688539971,103.52,8,0,6,True,1037010,1.0,1045604,0.5330037535475602,1.0,0.19607843137254902
O=C(O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c3c2CCC(C(=O)NCC2(F)CCCNC2)C3)CC1,916500,56.0,-13.184927531022,-4.88281380532612,651.1009999999999,5.399800000000005,4.744030241974096,0.34617271504129576,113.32,6,3,7,True,916500,1.0,1020504,0.38093286894762,1.0,0.13953488372093023
Cn1cc(C2CCN(C(=O)C3CCCC3)CC2)c2cc(NC(=O)c3ccccc3)ccc21,51139271,56.0,-11.8127140116713,-8.84881946561884,429.5640000000001,5.326800000000005,2.2404222883016445,0.6096657816716899,54.34,3,1,4,True,51139271,1.0,297809,0.5850530955720297,1.0,0.12903225806451613
O=C(O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3c2OCCC3)CC1,809520,56.0,-10.4661526195554,-10.3142107861916,426.9000000000004,4.6955000000000044,3.611077375150762,0.7660955377051336,81.42,5,1,4,True,809520,1.0,CHEMBL3409491,0.57180697915467,1.0,0.10526315789473684
O=C(C1CC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)N1CC(F)C1,675566,56.0,-9.85183993078952,-6.30661649341853,683.5639999999999,6.900100000000006,3.473736596675895,0.19163396894788126,63.68000000000001,4,0,8,False,675566,1.0,1020531,0.3646161382881937,1.0,0.15254237288135594
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)ccc(F)c3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,675454,56.0,-10.2618150362283,-9.98503556250498,614.5009999999999,8.022900000000003,3.2609757713252367,0.15387872601529554,43.370000000000005,3,0,7,False,675454,1.0,1045600,0.49822515212981744,1.0,0.13978494623655913
CCOC(=O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C3CCC3)c3c2CCOC3)CC1,809494,56.0,-10.8080513629249,-12.0407256829479,468.98100000000045,5.311800000000005,3.6205313503600305,0.5557916189810087,70.42,6,0,5,True,809494,1.0,CHEMBL1929452,0.5855553222758765,1.0,0.12612612612612611
NC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,CHEMBL3911707,56.0,-11.57017190241,-7.90430405798802,751.668,6.332800000000006,3.9430171540200627,0.2138610149145721,110.00999999999999,5,1,8,False,CHEMBL3911707,1.0,1100175,0.3953826049077973,1.0,0.16346153846153846
CC(C)(C(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)c1ccncc1,CHEMBL3920913,56.0,-9.7044684081249,-6.68142667953681,744.6759999999999,7.914900000000007,4.016238404711817,0.12872408197402932,76.57,5,0,9,False,CHEMBL3920913,1.0,1020531,0.36652445027896297,1.0,0.1532258064516129
COc1cccc(F)c1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,CHEMBL3902747,56.0,-10.417934070005,-3.44671976011099,764.6880000000004,6.801600000000006,3.955183518888121,0.18850439894115922,113.45,6,1,9,False,CHEMBL3902747,1.0,1020531,0.3619516620229378,1.0,0.1746031746031746
O=C(O)C12CCC(C(=O)N3CCC(c4ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)CC2,CHEMBL3902743,56.0,-11.514714550562,-2.32615800118906,671.5779999999997,6.580900000000005,4.803823801683743,0.27695470772570513,91.75,4,1,6,False,CHEMBL3902743,1.0,1020531,0.33266185051403163,1.0,0.1206896551724138
