SMILES,Title,IC50nM
O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,CHEMBL1822140,7
CNC(=O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,CHEMBL1950304,7
COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC,CHEMBL3393599,7
COc1cc(NC(=O)c2cccc(c2)-n2cc(NC(=O)Nc3cccc(C)c3)cn2)cc(OC)c1OC,50292442,7
Fc1ccc(cc1)-c1n[nH]cc1-c1ccnc(Nc2ccc(cc2)N2CCOCC2)c1,51204091,7
Cc1cc(Nc2nc3ccccc3o2)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,50265045,7
CNC(=O)[C@H]1CC[C@@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CCOC3)c2n1,50718339,7
Cc1nc(C)n(n1)-c1ccc(Nc2cc(ccn2)-c2nn(C)cc2-c2ccc(F)cc2)cc1,50636321,7
COc1ccc(Oc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,50704569,7
COc1cc(NC(=O)c2cccc(c2)-n2cc(NC(=O)Nc3cccc(C)c3)cn2)cc(OC)c1OC,200727,7
Fc1ccc(cc1)-c1nc2CC[C@@H](Cn3ccnc3)n2c1-c1ccnc(NC2CCC2)n1,50383514,7
O=C(Nc1cc(ccn1)-c1ccnc(Nc2ccccc2)c1)C1CCOC1,50331036,7
C1CN(CCO1)c1ncn(n1)-c1ccc(Nc2ncc3cccc(-c4nccs4)c3n2)cc1,50631507,7
O=C(Cc1cccc2cnccc12)Nc1scc(C#N)c1-c1nnc[nH]1,50626254,7
O=C(Nc1cc(ccn1)-c1ccnc(Nc2ccccc2)c1)C1CCOC1,50566715,7
CS(=O)(=O)Nc1ccc(cc1)-c1ccnc(Nc2ccc(cc2)S(N)(=O)=O)n1,50906363,7
Brc1csc(NC(=O)Cn2c3ccncc3ccc2=O)c1-c1nnc[nH]1,50659444,7
CCCn1c(nc(c1-c1ccnc(NC2CC2)n1)-c1ccc(Cl)c(Cl)c1)C1CCN(C)CC1,29064,7.1
N[C@H]1CC[C@@H](Nc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)CC1,CHEMBL3356000,7.5
N[C@H]1CC[C@H](CC1)Nc1nccc(n1)-c1cccnc1Oc1ccc(Nc2nc3ccccc3[nH]2)c2ccccc12,50265048,7.5
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,51300471,7.7
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,51300463,7.7
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1ncco1,CHEMBL1822307,8
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,CHEMBL203059,8
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,CHEMBL1822143,8
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,CHEMBL1822309,8
O=C(Nc1cnn(-c2csc(C(=O)N[C@@H]3CCOC3)c2)c1)Nc1ccccc1Cl,CHEMBL4753310,8
C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)cc1,CHEMBL4063964,8
O=C(Nc1cc(ccn1)-c1ccnc(Nc2ccccc2)c1)C1CCOCC1,50331039,8
