SMILES,Title,IC50nM
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cccc(F)c4C)c(=O)c3cc2F)c1=O,1226063,2.24
C=C(C)c1cn(-c2ccccc2C(F)(F)F)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12,1226001,2.29
O=C(NC1CCCc2c1cnn2-c1ccccc1F)c1ncn2c1CCCC2,51334976,2.3
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cnc(OC)c4C)c(=O)c3cc2F)c1=O,1226067,2.34
Cc1c(N)cccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C1CCCCC1,1020523,2.4
Cc1cccc(C(=O)O)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C1CCCCC1,1020534,2.5
Cc1ccnc(Cl)c1-n1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cc2c1=O,1121381,2.5
COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C1CCCCC1,1020502,2.5
C=CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,1098800,2.5
Cc1n[nH]c(C(F)(F)F)c1-c1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cn2c1=O,1121403,2.51
Cc1ccccc1-n1nc(C(C)C)c2cc(-c3cn(C)c(C(C)O)n3)c(F)cc2c1=O,1121377,2.6
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cnc(C4CC4)cn3)c(F)cc2c1=O,1121363,2.6
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc(CO)n(C)n3)c(F)cc2c1=O,1121371,2.6
Cc1n[nH]c(Cl)c1-c1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cn2c1=O,1121400,2.69
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)F,1020391,2.7
Cc1cccc(-n2ncc3c2CCCC3NC(=O)c2noc3c2CCCC3)c1C,51334959,2.7
O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(F)c(-c2cccc(F)c2)c(F)c1,51338200,2.7
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)ccnc4OC)c(=O)c3cc2F)c1=O,1226039,2.75
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(OC)ccc4F)c(=O)c3cc2F)c1=O,1226052,2.76
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccccc1CC,1098649,2.8
CCCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,972644,2.8
Cc1ccnnc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C1CCCCC1,1020519,2.9
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCOC3)cc1OC(C)C(F)(F)F,1020635,2.9
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(C)ccc4F)c(=O)c3cc2F)c1=O,1226030,2.98
COc1cccc(-c2c(F)c(F)c(Nc3ncccc3C(=O)O)c(F)c2F)c1,CHEMBL2263625,2.999
O=C(O)c1cc(C2CC2)ccc1Nc1cnc(-c2ccccc2Cl)nc1,220018,3.0
Cc1cc(C(=O)O)c2c(c1)nc(-c1c(F)c(F)c(-c3ccccc3)c(F)c1F)n2C,297825,3.0
CCn1c(C(N)=O)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,972690,3.0
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C,1020383,3.0
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(Cl)cccc3Cl)cc2F)c1=O,972590,3.0
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F,972466,3.0
CC(Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,1020631,3.0
CC(Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,1020634,3.0
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F,1020409,3.0
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,1020443,3.0
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1F)C1CCCCC1,1020544,3.0
CCOc1cccc(-c2cc(F)c(NC(=O)c3ccsc3C(=O)O)c(F)c2)c1,CHEMBL200699,3.0
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4nc(C)ccc4Cl)c(=O)c3cc2F)c1=O,1226097,3.07
Nc1cccc(-c2ccc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2)c1,51338186,3.1
CCCC(C)Oc1cc(-n2nc(CO)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1Cl,1098747,3.2
Cc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCOC3)cc1OC(C)C(F)(F)F,1020636,3.2
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4Cl)nc(C(C)C)c3c2)c1=O,1226006,3.21
COc1cc(C)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2OC(C)C2CCCCC2)cn1,1020500,3.3
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cc(O)cc1F)C(F)(F)F,1020696,3.4
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4c(F)cccc4Cl)cc(C(C)C)c3c2)c1=O,1225992,3.46
